title,series,author,rating,language,genres,pages,publisher,publish year,numRatings,likedPercent,price
Sportsman's Paradise,,Nancy Lemann,3.97,English,['Fiction'],225,LSU Press,1999,32,94,6.94
Living Through Personal Crisis,,Ann Kaiser Stearns,3.82,English,['Nonfiction'],192,Ballantine Books,1992,28,100,1.73
We'll Meet Again,,Mary Higgins Clark,3.86,English,"['Mystery', 'Fiction', 'Suspense', 'Thriller', 'Mystery Thriller', 'Crime', 'Adult', 'Adult Fiction', 'Romance', 'Contemporary']",234,Pocket Books,2004,10876,95,2.37
Our Story: 77 Hours That Tested Our Friendship and Our Faith,,Jeff Goodell (Goodreads Author),3.84,English,['Nonfiction'],192,Kingswell,2002,101,97,4.07
Wild Violets,,Phyllis Green,4.39,English,['Childrens'],104,Dell Publishing Company,1980,38,100,86.45
Warkah Cinta Berbau Syurga,,A. Ubaidillah Alias,3.94,Malay,['Novels'],544,PTS Publications & Distributors,2008,152,93,
"Missing, Believed Crazy",,Terence Blacker,3.79,English,['Mystery'],287,MacMillan Children's Books,2009,68,90,3.1
Brooklyn NY: A Grim Retrospective: A Memoir,,"Jerry Castaldo, Chip Deffaa (Editor)",3.59,English,['Nonfiction'],230,Createspace Independent Publishing Platform,2012,107,82,3.44
Warum ich euch belogen habe.,,"Julijana Matanović, Barbara Antkowiak (Translator)",3.57,German,['Fiction'],186,"Frankfurter Verlagsanstalt, Frankfurt/Main",2000,206,83,6.09
Balloonia,,Audrey Wood (Goodreads Author),4.27,English,"['Childrens', 'Picture Books']",32,Child's Play International,2005,97,94,11.35
La Lilieci,,Marin Sorescu,4.23,Romanian,['Poetry'],832,ART,2009,74,93,
She Shall Be Called Woman: Victoria Botkin's Study of Practical Wisdom From Scripture for the 21st Century Woman,,Victoria Botkin,4.79,English,['Christianity'],212,Western Conservatory,1905,14,100,4.19
Enoch's Ghost,Oracles of Fire #2,Bryan Davis (Goodreads Author),4.25,English,"['Fantasy', 'Christian', 'Dragons', 'Christian Fiction', 'Young Adult', 'Fiction', 'Christian Fantasy', 'Adventure', 'Childrens', 'Young Adult Fantasy']",432,Living Ink Books,2007,1772,94,3.13
Journey to the Heart: Discoures on the Sufi Way,,"Soho, Soho",4.33,English,['Nonfiction'],258,Element Books,1994,76,97,4.31
Idioti v politike,,Jozef Banáš (Goodreads Author),3.61,Slovak,['Politics'],271,Kelion,1905,46,83,
"The Vampire King (The Horn King, #3)",,Brae Wyckoff (Goodreads Author),4.87,English,['Fantasy'],302,LR Publishing,2015,15,100,15.41
Bird Of Prey,Sémya Slotin Mystery #1,Danielle-Claude Ngontang Mba (Goodreads Author),4.14,English,['Mystery'],160,Ever After Edition,2013,64,94,
The Last Gun: How Changes in the Gun Industry Are Killing Americans and What It Will Take to Stop It,,Tom Diaz,4,English,"['Nonfiction', 'Politics']",319,The New Press,2013,62,94,5.2
Captive of the Orcs,,Benjamin Epstein,4.36,English,['Fantasy'],302,Center One Publishing,2012,14,93,16.42
آدم المصري,,هشام الخشن (Goodreads Author),3.52,Arabic,['Novels'],196,الدار المصرية اللبنانية,1905,534,84,
"You, My Love: A Diary in Verse",,Richard Atwood (Goodreads Author),5,English,['Poetry'],116,iUniverse,2008,5,100,8.99
Rise of the Black Hand: The Case Files of Thomas Morelli,The Black Hand #1,C.J. Fella (Goodreads Author),3.85,English,['Mystery'],308,Createspace Independent Publishing Platform,2014,20,85,16.79
Shadowchild,,C.E. Thornton (Goodreads Author),4.17,English,['Young Adult'],258,C.E. Thornton,2017,12,100,14.55
Оройгүй сүм,,Л. Түдэв,4.44,Mongolian,"['Fiction', 'Novels']",336,Соёмбо принтинг,1905,581,94,
Das Geheimnis der Feentochter,Das Geheimnis der Feentochter #1,Maria M. Lacroix,3.98,German,['Fantasy'],248,books2read,2014,57,91,9.15
Blood Wish,,Michael McBride (Goodreads Author),4.13,English,['Horror'],99,Delirium Books,1905,30,100,
جوع,,محمد البساطي,3.35,Arabic,['Novels'],112,دار أخبار اليوم,2007,594,79,
Rabia,,Jordi Sierra i Fabra,3.59,Spanish,['Young Adult'],208,SM,2005,261,84,10.69
The Spiritual Notebook,,Paul Twitchell,4.48,English,['Nonfiction'],253,Eckankar,1997,66,94,7.19
The Butterfly Workshop,,"Gioconda Belli, Wolf Erlbruch (Illustrator), Charles Castaldi (Translator)",4.43,English,"['Picture Books', 'Childrens']",46,Europa Editions,2006,92,97,66.34
All the Sweet Promises,,Elizabeth Elgin,4.38,English,['Historical Fiction'],802,Harper,2014,146,93,1.79
Bercakap Dengan Jun,,Hasrul Rizwan (Goodreads Author),4.06,Malay,['Novels'],184,DuBook Press,2013,222,96,
Diary of A Sick Chick: A Year in The Life of A Chronically Ill Woman,,Sonya Dickerson (Goodreads Author),3.79,English,['Historical Fiction'],138,BabyGirl Publishin,2012,48,83,
Bosh and Flapdoodle,,A.R. Ammons,3.53,English,['Poetry'],159,W. W. Norton & Company,2005,49,80,6.06
The Escape Room,,Megan Goldin (Goodreads Author),3.82,English,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Psychological Thriller', 'Adult', 'Contemporary', 'Crime']",368,St. Martin's Press,2019,17771,91,7.46
Come To Pass,,Michael Wyndham Thomas (Goodreads Author),4.2,English,"['Fiction', 'Novels', 'Drama', 'Contemporary']",58,Oversteps Books,2014,192,93,5.7
And Then There Were None/The Secret Adversary/Towards Zero/N or M?,,Agatha Christie,4.21,English,['Mystery'],0,Berkley,1992,221,97,
Finding Reason,,Bryce Anderson (Goodreads Author),4.45,English,['Fiction'],204,Ridan Publishing,2009,42,100,
"Junie B. Jones is a Graduation Girl & Junie B., First Grader (at Last!)",Junie B. Jones,"Barbara Park, Lana Quintal, Denise Brunkus (Illustrator)",4.08,English,['Fiction'],0,Imagination Studio,2003,230,88,
Denyut Kasih Medik,,Farhan Hadi Mohd Taib,4.14,Malay,"['Fiction', 'Novels']",390,Telaga Biru Sdn Bhd,2010,877,93,
Highland Bride,Murray Family #6,Hannah Howell (Goodreads Author),4.26,English,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Medieval', 'Scotland', 'Adult', 'Medieval Romance', 'Fiction', 'Audiobook']",350,Zebra Books,2006,3778,97,4.71
1892,,Paul Butler (Goodreads Author),3.82,English,['Historical Fiction'],165,Flanker Press,2008,17,94,7.98
راقصة المعبد,,"Tawfiq Al-Hakim, توفيق الحكيم",3.37,Arabic,['Novels'],144,مكتبة مصر,1905,509,81,
Insectland,Imagination #2,Neil D. Ostroff (Goodreads Author),4.8,English,['Science Fiction'],110,Dark Horizons Press,2011,5,100,
Walt Disney Pictures Presents the Prince and the Pauper,,"Fran Manushkin, Mark Twain",3.72,English,"['Childrens', 'Picture Books']",23,Golden Books,1990,130,87,3.12
Heartstone,Matthew Shardlake #5,C.J. Sansom,4.34,English,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Crime', 'Historical Mystery', 'Tudor Period', 'British Literature', 'Thriller', '16th Century']",634,Macmillan,2010,15663,98,2.39
The Eagle's Shadow,,Nora Martin,3.77,English,['Young Adult'],172,Scholastic,1997,43,95,3.81
Amber Passion,The Enchanters #3,Allie Burke (Goodreads Author),4.29,English,['Fantasy'],124,Booktrope Editions,2014,35,89,3.21
Ultimate Justice,,Mimi Lavenda Latt,3.78,English,['Fiction'],380,Simon & Schuster (Australia) Pty Ltd,1905,37,86,
نامه‌ها,,"سیدعلی صالحی, Seyed Ali Salehi (a.k.a.)",3.97,Persian,['Poetry'],391,دارينوش,1905,487,87,
Aku Bukan Mistress,,Acik Lana,4.07,Malay,['Novels'],671,Kaki Novel Enterprise (001547975-A),2011,980,93,
Nagasasra dan Sabuk Inten,Nagasasra dan Sabuk Inten,S.H. Mintardja,4.08,Indonesian,['Novels'],772,PT Kedaulatan Rakyat Yogyakarta,1905,84,92,
Slechte mensen,,J.M.A. Biesheuvel,3.71,Dutch,['Fiction'],260,De Harmonie,1973,42,90,
Josiah Stubb: The Siege of Louisbourg,Josiah Stubb #1,C.W. Lovatt (Goodreads Author),4.36,English,['Historical Fiction'],327,Wild Wolf Publishing,2014,61,93,
Al Otro Lado de La Puerta,,Gary L. Blackwood (Goodreads Author),3.54,Spanish,"['Fantasy', 'Young Adult']",204,Fondo de Cultura Economica USA,1994,57,86,4.5
Smile No More,Jonathan Crowley #4,James A. Moore (Goodreads Author),4.33,English,['Horror'],250,Morning Star,2011,30,100,
Button Finds Family and Friends at the Farm,,Joyce Mitchell (Goodreads Author),4.62,English,['Childrens'],32,Joyce Mitchell,2014,13,100,10.62
অভিশপ্ত চম্বল,,Tarun Kumar Bhaduri,3.81,Bengali,['Nonfiction'],204,নিউ এজ পাবলিশার্স লিমিটেড,2012,16,81,
The True Story of Human Evolutionary Genesis,,Elvis Newman,4.42,English,['Nonfiction'],140,Dorrance Publishing Co.,2015,19,95,
Queen of Hearts,,Susan Richards Shreve,3.63,English,['Fiction'],559,Thorndike Press,1986,40,92,5.57
The frozen boy,,Guido Sgardoli,3.61,Italian,['Young Adult'],208,San Paolo Edizioni,2011,51,88,14.85
From Eve's Rib,,"Gioconda Belli, S.F. White (Translator)",4.27,English,['Poetry'],121,Curbstone Books,1995,60,95,4.9
The Dark Planet,,J. Hunter Holly,3.68,English,['Science Fiction'],144,"Macfadden-Bartell, NY",1905,19,89,
Svart som silver,,Bruno K. Öijer,4.15,Swedish,['Poetry'],101,Wahlström & Widstrand,1905,155,98,17.35
"XXL-Leseprobe - Weil ich Layken liebe (Slammed, #1)",,"Colleen Hoover (Goodreads Author), Katarina Ganslandt (Translator)",4.38,German,['Romance'],60,Deutscher Taschenbuch Verlag,2013,178,96,
The Motorbike Book : The Definitive Visual History,,"Phil Hunt, Malcolm McKay, Hugo Wilson, James Robinson",4.71,English,['Nonfiction'],320,DK,1905,7,100,4.24
Sorceress,Witch Child #2,Celia Rees (Goodreads Author),3.7,English,"['Historical Fiction', 'Young Adult', 'Fantasy', 'Fiction', 'Historical', 'Witches', 'Paranormal', 'Magic', 'Teen', 'Childrens']",352,Candlewick,2003,5530,90,5.2
On Shirley Hazzard,Writers on Writers,Michelle de Kretser,4.48,English,['Nonfiction'],112,Catapult,2020,25,100,12.28
أشياء للذكرى,,محمد عبد الحليم عبد الله,3.51,Arabic,['Novels'],171,مكتبة مصر,1905,118,86,
"Requiem, Changing Times",,R.J. Parker (Goodreads Author),3.83,English,"['Fantasy', 'Young Adult']",450,Olympia Publishers,2019,41,88,
Τα ποιήματα Β': 1919-1933,,"Constantinos P. Cavafy, Κ.Π. Καβάφης, Γ.Π. Σαββίδης (Επιμέλεια)",4.69,"Greek, Modern (1453-)",['Poetry'],172,Δημοσιογραφικός Οργανισμός Λαμπράκη,1905,160,98,
I'll Be Seeing You,,Mary Higgins Clark,3.82,English,"['Mystery', 'Fiction', 'Suspense', 'Thriller', 'Mystery Thriller', 'Crime', 'Adult', 'Romance', 'Adult Fiction', 'Murder Mystery']",320,Simon & Schuster,1993,16735,95,3.37
Windfalls,,Jean Hegland (Goodreads Author),3.71,English,"['Fiction', 'Contemporary']",368,Washington Square Press,2005,296,89,6.48
"Loves Music, Loves to Dance",,Mary Higgins Clark,3.91,English,"['Mystery', 'Fiction', 'Suspense', 'Thriller', 'Mystery Thriller', 'Crime', 'Adult', 'Romance', 'Adult Fiction', 'Murder Mystery']",318,Simon and Schuster Pocket Books,1992,25869,95,1.45
Gun Control,,Aaron B. Powell,4.55,English,['Nonfiction'],28,CreateSpace,2013,11,91,7.19
Vibora!,,F. Sionil José,3.67,English,['Fiction'],118,Solidaridad Publishing House,1905,33,82,132.71
And the Winner Is... Jessica Wakefield!,Sweet Valley Kids #66,"Francine Pascal (Goodreads Author) (Creator), Molly Mia Stewart, Ying-Hwa Hu (Illustrator)",3.65,English,['Childrens'],88,Bantam Books,1996,71,86,13.95
رزیتا خاتون,,سیدمهدی شجاعی,3.25,Persian,['Politics'],132,کتاب نیستان,1905,172,76,
200 Golden Hadith,,"Abdul Malik Mujahid, Darussalam",4.41,English,"['Islam', 'Religion', 'Nonfiction']",45,Darussalam Publishers,2013,290,92,
Sabine's Notebook,Griffin & Sabine #2,Nick Bantock,4.19,English,"['Fiction', 'Art', 'Fantasy', 'Romance', 'Graphic Novels', 'Mystery', 'Magical Realism', 'Adult Fiction', 'Adult', 'Contemporary']",48,Chronicle Books,1992,10013,96,3.17
Spartacus: Talons of an Empire,The Spartacus Chronicles #1,Robert Southworth (Goodreads Author),3.98,English,['Historical Fiction'],208,Claymore Press,2012,47,85,4.55
The Buddhas of Borneo,,Stuart Ayris (Goodreads Author),4.35,English,['Fantasy'],120,Beaten Track Publishing,2013,26,96,1.59
Rock 'n' roll ja ridamaja,,"Klaus-Peter Wolf, Andrus Simsel (Translator)",4.12,Estonian,['Fiction'],320,Eesti Raamat,1905,68,96,
"Inga kelgrisar, inga styvbarn",,Cia Sigesgård,3.7,Swedish,['Horror'],391,Kalla Kulor Förlag,2014,94,89,
The Komarovs,,Chico Kidd (Goodreads Author),4,English,['Fantasy'],55,The Alchemy Press,2013,6,100,
As I Fall,One Breath at a Time #3,Leilani Bennett,4.23,English,['Romance'],354,Rain Press,2014,13,85,
First Impressions,April Loves Black Coffee #1,T.B. Solangel (Goodreads Author),4.59,English,['Contemporary'],388,CreateSpace Independent Publishing Platform,2014,261,97,20.94
Homestead,Cemetery Dance Signature #11,"James A. Moore (Goodreads Author), Alex McVey (Illustrator)",3.82,English,['Horror'],82,Cemetery Dance Publications,2012,33,94,19.52
Stinger Stars,,Paul A. Bussard (Goodreads Author),4.26,English,['Science Fiction'],206,Montag Press,2013,27,96,
Lands of Ash,Elemental Realms #1,H.L. Burke (Goodreads Author),4.38,English,"['Fantasy', 'Young Adult', 'Fiction']",273,H.L. Burke,2015,50,98,
An Accidental Cowboy,,Jameson Parker (Goodreads Author),4.23,English,"['Memoir', 'Nonfiction']",288,Thomas Dunne Books,2003,77,96,5.25
Living a Lie,,Josephine Cox,4.26,English,['Fiction'],340,Headline,1995,711,93,2.77
Death Wish,,Iceberg Slim,3.93,English,['Fiction'],288,Holloway House,1996,305,90,10.34
Loyalty in Death,In Death #9,"J.D. Robb (Goodreads Author), Susan Ericksen (Reading)",4.3,English,"['Mystery', 'Romance', 'Crime', 'Fiction', 'Romantic Suspense', 'Futuristic', 'Suspense', 'Science Fiction', 'Thriller', 'Mystery Thriller']",355,Piatkus Books,2004,29290,98,3.42
Agonia da Noite,Os Subterrâneos da Liberdade #2,Jorge Amado,4.21,Portuguese,['Romance'],299,Livraria Martins,1905,85,95,
Fang Bangers,,"Lori Perkins (Goodreads Author) (Editor), Elizabeth Thorne (Contributor), Jan Kozlowski (Goodreads Author) (Contributor), Lois H. Gresh (Goodreads Author) (Contributor), Dana Fredsti (Goodreads Author) (Contributor), Cecilia Tan (Goodreads Author) (Contributor), Lucy Felthouse (Goodreads Author) (Contributor), Melanie Thompson (Contributor), more…",4.03,English,['Vampires'],0,Ravenous Romance,2010,37,86,
"ایمان اُمید اور محبت (Imaan, Umeed Aur Mohabbat)",,Umera Ahmed,3.91,Urdu,['Novels'],160,Ilm-o-Irfan,1905,1103,89,
Passiespel,,Isa Maron,2.82,Dutch,['Thriller'],321,Karakter Uitgevers,2008,87,61,8
"Israël, parlons-en!",,Michel Collon,4.44,French,['Politics'],348,Investig’Action – Couleur livres,2010,27,100,21.12
The Brimstone Forest,The Adventures of Cecilia Spark #1,Ngaire Elder,4.69,English,['Childrens'],48,CreateSpace,2012,16,100,6.86
The Martyring,,Thomas Sullivan (Goodreads Author),3.71,English,"['Horror', 'Science Fiction']",256,Tor Books,2000,17,94,5.97
Intikhab e Meer / انتخاب میر,,"Mir Taqi Mir, Nasir Kazmi (Compiler)",4.33,Urdu,['Poetry'],543,"Maktaba e Khayal, Lahore",1996,46,93,
Priority,Doomsday Diaries,Aaron B. Powell,4.38,English,['Philosophy'],144,CreateSpace,2013,32,97,9.4
Dead Ever After,Sookie Stackhouse #13,Charlaine Harris (Goodreads Author),3.47,English,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Romance', 'Mystery', 'Paranormal Romance', 'Supernatural', 'Werewolves']",338,Ace,2013,77691,80,5.2
Elizabeth's Horseback Adventure,Sweet Valley Kids #64,Francine Pascal (Goodreads Author),3.75,English,['Childrens'],96,Bantam,1995,69,88,6.49
(ne)gyvenimo fragmentai,,Rimas Burokas,4.23,Lithuanian,['Poetry'],192,kitos knygos,1905,78,90,
Francis Meyers lidenskap,,Henrik H. Langeland,3.76,Norwegian,['Novels'],555,Tiden,1905,195,91,
L'Enfant Merehdian,La Dernière Terre #1,Magali Villeneuve,4.16,French,['Fantasy'],458,Les Editions de l'Homme Sans Nom,2012,37,95,17.92
De verdwenen menora,,"Jan Terlouw, Sanne Terlouw",3.02,Dutch,['Thriller'],320,De Kring,1905,41,71,
Sacrifice,Forever #10,Eve Newton (Goodreads Author),4.5,English,['Vampires'],236,Writer's Edge Publishing,2015,117,95,
نيتشه و إرادة القوة,,"Pierre Montebello, بيير مونتيبيلو, جمال مفرج (ترجمة، تقديم، تحقيق)",3.27,Arabic,['Philosophy'],181,الدار العربية للعلوم ناشرون,1905,55,78,
The Angel Collector,,Bali Rai,3.55,English,['Mystery'],304,Corgi Childrens,2007,155,82,1.45
Granted,The Wishgiver Trilogy #1,Corrien Killmer (Goodreads Author),3.62,English,"['Fantasy', 'Fiction']",457,Hibiscus Ink,2013,21,81,
STEM Storiez - Counting Zoo,,Zyrobotics (Goodreads Author),3.86,English,['Childrens'],21,"Zyrobotics, LLC",2016,7,86,
Love-Makers,,Judith Gould,4.01,English,['Romance'],512,Signet,1986,116,92,7.6
The Prydain Chronicles (The Chronicles of Prydain #1-6),,Lloyd Alexander,4.37,English,"['Fantasy', 'Fiction']",767,Guild America Books,1905,38,100,
Guided by Divine Love: An Inspiring True Story of a Young Man's Journey Out of the Darkness of Oppression and Discovery of the Inner Light That Was There All Along,,David K. Haaland,4.26,English,['Fiction'],253,Northern Lights ATP,2014,104,93,
Τα ποιήματα Β΄ (1979-1991),,"Nikos Karouzos, Νίκος Καρούζος",4.71,"Greek, Modern (1453-)",['Poetry'],589,Εκδόσεις Ίκαρος,2007,21,100,
Billy Liar On The Moon,Billy Liar #2,Keith Waterhouse,3.59,English,['Fiction'],208,Penguin Books Ltd,1977,96,89,3.17
Cinnabar,,Graham Diamond (Goodreads Author),4.13,English,['Fantasy'],304,Fawcett,1985,16,100,6.82
The Seeing Stone,The Spiderwick Chronicles #2,"Tony DiTerlizzi (Goodreads Author), Holly Black (Goodreads Author)",3.89,English,"['Fantasy', 'Childrens', 'Middle Grade', 'Fiction', 'Young Adult', 'Adventure', 'Magic', 'Juvenile', 'Urban Fantasy', 'Fairies']",114,Simon & Schuster Books for Young Readers,2003,37142,94,1.62
Lars Saabye Christensen's Beatles,,Kerstin Ketteman,4.18,English,['Fiction'],140,VDM Verlag,2009,87,94,55.94
The Battersea Park Road to Paradise,,Isabel Losada (Goodreads Author),3.75,English,['Nonfiction'],320,Watkins Publishing,2011,225,89,1.45
صفة صلاة النبي صلى الله عليه وسلم من التكبير إلى التسليم كأنك تراها,,"محمد ناصر الدين الألباني, محمد ناصر الدين الألباني",4.48,Arabic,"['Islam', 'Religion', 'Nonfiction']",192,دار المعارف - الرياض,1905,1562,96,
Dark Gold,Dark #3,Christine Feehan (Goodreads Author),4.17,English,"['Paranormal Romance', 'Romance', 'Paranormal', 'Vampires', 'Fantasy', 'Fiction', 'Adult', 'Dark', 'Urban Fantasy', 'Supernatural']",382,Love Spell,2007,24035,95,3.12
Dust of Eden,,Thomas Sullivan (Goodreads Author),3.21,English,['Horror'],368,Onyx,2004,38,74,5.26
The Fire Starter,Children of the King #2,Gloria Clover (Goodreads Author),4.21,English,['Fantasy'],266,"Desert Breeze Publishing, Inc",2012,34,94,
Basti / بستی,,Intizar Husain,3.95,Urdu,['Fiction'],256,Sang-e-Meel Publications,1905,63,92,
Mickey Mouse and the Great Lot Plot,,Walt Disney Company,4.02,English,"['Childrens', 'Picture Books']",24,"Western Publishing Company, Inc.",1905,60,93,
Steven's Big Crush,Sweet Valley Kids #65,"Francine Pascal (Goodreads Author), Molly Mia Stewart",3.64,English,['Childrens'],96,Sweet Valley,1996,81,86,2.59
Deadly Sting,Elemental Assassin #8,Jennifer Estep (Goodreads Author),4.14,English,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Magic', 'Romance', 'Vampires', 'Adult', 'Paranormal Romance', 'Fiction', 'Supernatural']",369,Pocket Books,2013,8831,97,6.78
Keep It Simple For Busy Women,,Emilie Barnes,4.14,English,['Nonfiction'],270,Harvest House Publishers,2002,14,93,3.12
For the Love of Dogs,,Suzanne Woods Fisher (Goodreads Author),4.28,English,['Fiction'],284,Vintage Romance Publishing,2009,43,98,9.26
The Godfather Doctrine: A Foreign Policy Parable,,"John C. Hulsman, A. Wess Mitchell",3.83,English,['Nonfiction'],85,Princeton University Press,2009,64,97,5.45
ست الحاجة مصر,,بلال فضل Belal Fadl (Goodreads Author),3.5,Arabic,"['Nonfiction', 'Politics']",164,دار الشروق,1905,2602,86,21.69
Duelo de espadas,,Lucía González Lavado,3.62,Spanish,['Fantasy'],368,Destino,2013,58,84,3
Start With Why: by Simon Sinek | Summary & Analysis,,NOT A BOOK,3.92,English,['Business'],52,CreateSpace Independent Publishing Platform,2016,13,92,8.67
Le Jeu de l'ombre,Alexandre Vauvert #2,Sire Cédric (Goodreads Author),3.94,French,['Thriller'],475,Le Pré aux Clercs,2011,106,93,17.37
"Moeder, waarom leven wij?",,Lode Zielens,3.21,Dutch,['Fiction'],356,Brito,1905,57,77,
The Truth in Rented Rooms,,Koon Woon (Goodreads Author),4.44,English,['Poetry'],97,Kaya/Muae,1998,25,96,10.56
Amelia Bedelia Digs In,Amelia Bedelia Chapter Books #12,"Herman Parish, Lynne Avril (Illustrations)",4.23,English,['Childrens'],160,Greenwillow Books,2018,344,91,
The Legend of Rah and the Muggles,,N.K. Stouffer,1.9,English,['Fantasy'],288,Thurman House,2001,41,27,5.2
The 12 Dancing Princesses,,"Suçie Stevenson, Jacob Grimm, Wilhelm Grimm, Jane E. Ray (Illustrator)",3.82,English,['Childrens'],48,Yearling,1995,67,93,
Moon Crossing Bridge,,Tess Gallagher,4.04,English,['Poetry'],128,Graywolf,1905,162,93,4.1
Body & Soul,The Ghost and the Goth #3,Stacey Kade (Goodreads Author),4.05,English,"['Young Adult', 'Paranormal', 'Ghosts', 'Romance', 'Fantasy', 'Supernatural', 'Contemporary', 'Paranormal Romance', 'Fiction', 'Teen']",316,Hyperion,2012,5962,94,3.29
Inkaar / انکار,,Parveen Shakir,4.1,Urdu,['Poetry'],196,Jahangir Book Depot,1905,84,93,
Lila's Christmas Angel,Sweet Valley Kids #63,Francine Pascal (Goodreads Author),3.73,English,['Childrens'],96,Bantam,1995,77,86,9.58
A Pound of Flesh,Robert Young of Newbiggin Mysteries #1,Stuart S. Laing (Goodreads Author),4.04,English,['Mystery'],335,Amazon Digital Services,2012,28,86,
Heart of Venom,Elemental Assassin #9,Jennifer Estep (Goodreads Author),4.19,English,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Magic', 'Romance', 'Vampires', 'Adult', 'Paranormal Romance', 'Fiction', 'Supernatural']",354,Pocket Books,2013,7756,97,5.75
I Call Myself Earth Girl,,Jan Krause Greene (Goodreads Author),4.25,English,['Fantasy'],262,Soul Rocks Books,2013,67,88,1.92
Disney's Darkwing Duck: The Darkest Night,,Andy Helfer,3.86,English,['Childrens'],1,Golden Books,1991,14,93,13.95
Conferencia sobre la lluvia,,Juan Villoro,4.28,Spanish,['Fiction'],61,Almandía,2013,1131,97,75.6
Le festin du serpent,Cécile Sanchez #1,Ghislain Gilberti,4.1,French,['Thriller'],555,Éditions Anne Carrière,2013,42,90,11.91
Le festin du serpent,Cécile Sanchez #1,Ghislain Gilberti,4.1,French,['Thriller'],555,Éditions Anne Carrière,2013,42,90,11.91
Trækfuglene,,Steen Steensen Blicher,4.1,Danish,['Poetry'],88,Gyldendal,1905,21,100,
The Spiritual Laws of Life,,Harold Klemp (Goodreads Author),4.66,English,['Spirituality'],205,Eckankar,2002,38,97,3.53
Как стать авантюристом? Размышления миллионера,,"Геннадий Балашов, Полина Кудиевская",4.12,Russian,['Business'],288,Баланс Бизнес Букс,1905,52,94,
Buck Rogers in the 25th Century: The Western Publishing Years Volume 1,,"Paul S. Newman, Frank Bolle (Illustrations), Ray Bailey (Illustrations), Al McWilliams (Illustrations)",2.91,English,['Science Fiction'],224,Hermes Press,2013,11,82,122.24
The Random House Book of Science Fiction Stories (Random House Book of...),,Mike Ashley,3.78,English,['Science Fiction'],402,Random House Books for Young Readers,1997,18,94,4.03
Judy Moody's Double-Rare Way-Not-Boring Book of Fun Stuff to Do,Judy Moody,"Megan McDonald, Peter H. Reynolds (Illustrator)",4.16,English,['Childrens'],96,Candlewick Press (MA),2005,179,91,2.85
Patagónia,,Dušan Mitana,4.17,Slovak,"['Fiction', 'Contemporary']",91,L.C.A.,1905,301,97,
"The Naked Millionaire: The Ultimate Fast-Track Guide to Wealth, Freedom and Fulfillment",,David Taylor,3.53,English,['Business'],286,Capstone Publishing,2010,15,87,3.08
Silence of the Grave,Inspector Erlendur #4,"Arnaldur Indriðason, Bernard Scudder (Translator)",3.95,English,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Scandinavian Literature', 'Nordic Noir', 'Mystery Thriller', 'Detective', 'Suspense', 'Noir']",280,Minotaur Books,2006,17276,95,5.2
Devin,Grant Brothers #2,Kathi S. Barton (Goodreads Author),4.06,English,"['Romance', 'Erotica']",280,World Castle Publishing,2011,361,94,13.2
Las dos caras del Playboy,,María Menéndez-Ponte,3.16,Spanish,['Young Adult'],112,Ediciones SM,2002,45,69,3.87
The Halloween War,Sweet Valley Kids #62,Francine Pascal (Goodreads Author),3.45,English,['Childrens'],89,Sweet Valley,1995,51,76,35.86
Maria Stuart - dronning uden krone,Berømte kvinder,Richard Herrmann,4,Danish,['Nonfiction'],232,Politikens Forlag,1905,16,100,
Arrecife,,Juan Villoro,3.37,Spanish,['Fiction'],239,Anagrama,2012,390,82,16.3
Just Little Old Me,,Joyce Mitchell (Goodreads Author),4.42,English,['Childrens'],28,Createspace Independent Publishing,2013,19,100,11.19
Denver,,David McKee,2.53,English,"['Picture Books', 'Childrens']",32,Andersen,2010,43,49,1.45
Water Chasing Water: New and Selected Poetry,,Koon Woon (Goodreads Author),4.41,English,['Poetry'],120,Kaya Press,2011,17,100,16.18
King of Joy,,Richard Chiem (Goodreads Author),3.84,English,"['Fiction', 'Contemporary', 'Novels']",208,Soft Skull Press,2019,209,87,2.48
Pilgrims at the White Horizon,,Michael Wyndham Thomas (Goodreads Author),4.26,English,"['Contemporary', 'Drama', 'Epic', 'Fiction', 'Novels']",300,Theaker's Paperback Library,2013,191,96,3.27
The Secret Life of Figgy Mustardo,,"Marsha Wilson Chall, Alison Friend (Illustrations)",3.58,English,"['Picture Books', 'Childrens']",40,HarperCollins,2016,55,93,3.88
Spanking-A Loving Discipline: Helpful and Practical Answers for Today's Parents,,Roy Lessin,2.63,English,['Parenting'],108,Bethany House Publishers,2002,8,50,5.2
Peril at End House,Hercule Poirot #8,Agatha Christie,3.95,English,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Detective', 'Mystery Thriller', 'British Literature', 'Audiobook', 'Murder Mystery', 'Thriller']",287,HarperCollins,1905,40704,96,3.32
